Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,,,
FGFR4,234.4780824,-0.76120326,0.172640651,1.89E-06,1.31E-05,,,,,,
LOC119035150,27.36274668,0.144614284,0.252351606,0.448581378,0.596948461,,,,,,
LOC119035162,6.830305744,-0.291909833,0.424477405,0.147434996,0.25997926,,,,,,
LOC119035164,0.619554237,0.007904532,0.370024069,0.953940028,NA,,,,,,
NSD1,4171.631432,0.575782029,0.105179193,1.23E-08,1.24E-07,,,,,,
RAB24,543.533018,0.349348533,0.077147229,3.60E-06,2.36E-05,,,,,,
PRELID1,1736.003531,-0.084583334,0.096766854,0.284043299,0.429231198,,,,,,
MXD3,33.14670802,-0.706419725,0.300243941,0.003370052,0.010963919,,,,,,
LOC128627128,55.5513251,-0.219665991,0.211634941,0.211840968,0.344361926,,,,,,
LMAN2,1117.564589,-0.284655085,0.065920883,6.97E-06,4.28E-05,,,,,,
RGS14,59.93139537,0.276391358,0.18978272,0.095551738,0.184835986,,,,,,
SLC34A1,4.73013699,-0.021478328,0.335165632,0.87449853,0.923155004,,,,,,
PFN3,3.881761477,0.114658226,0.360021442,0.433131427,0.581730528,,,,,,
F12,4.697408643,0.392302122,0.539558689,0.074859569,0.151540144,,,,,,
GRK6,823.3259655,-0.162353806,0.080780381,0.039261163,0.089361517,,,,,,
PRR7,33.54341051,-0.355048616,0.298048593,0.097089756,0.187186466,,,,,,
DBN1,5277.464367,-0.814062453,0.063769786,1.89E-38,4.55E-36,,,,,,
PDLIM7,6991.924135,-0.302863854,0.084051065,0.000208851,0.00094042,,,,,,
DOK3,25.86603345,0.024499053,0.228521711,0.899843931,0.942117422,,,,,,
DDX41,727.3661102,-0.158334503,0.10881814,0.12487253,0.227922849,,,,,,
FAM193B,437.9179499,-0.310183132,0.105785875,0.002037259,0.007087403,,,,,,
TMED9,2092.031903,-0.06181407,0.057292927,0.308899255,0.456703156,,,,,,
B4GALT7,437.7401974,0.237764252,0.094413715,0.008999055,0.025600627,,,,,,
LOC128627174,0.182055887,-0.000885176,0.373835793,0.998322046,NA,,,,,,
N4BP3,21.41490539,0.424939277,0.319137353,0.060820779,0.128248531,,,,,,
RMND5B,231.4743791,-0.262507886,0.130935909,0.03441581,0.080062243,,,,,,
NHP2,505.80332,-0.230771055,0.104040827,0.020713488,0.052328485,,,,,,
HNRNPAB,4692.317244,-0.292126762,0.058457572,8.48E-08,7.51E-07,,,,,,
PHYKPL,157.5638301,-0.304990217,0.166671646,0.040456706,0.091580558,,,,,,
COL23A1,643.7241076,-0.040851739,0.094497898,0.657981886,0.772757613,,,,,,
CLK4,1444.256992,0.245604795,0.088382825,0.004156185,0.013164777,,,,,,
LOC119055211,402.6493783,0.719834473,0.16464895,2.53E-06,1.71E-05,,,,,,
RACK1,13316.15982,-0.05147588,0.073887209,0.476532492,0.621451606,,,,,,
LOC119055282,9.966259377,-0.049650568,0.303725207,0.781166954,0.861146782,,,,,,
LOC119055276,47.37201759,0.147975768,0.20467515,0.388009642,0.538220107,,,,,,
TRIM41,1122.66173,0.182389764,0.062310332,0.003042472,0.010024295,,,,,,
TRIM7,6.84399804,-0.077058854,0.320632031,0.666107959,0.778886671,,,,,,
LOC119060425,0.306633197,0.017483564,0.373564501,0.854479976,NA,,,,,,
SMAP1,1288.694551,0.230149342,0.051467167,5.22E-06,3.32E-05,,,,,,
B3GAT2,40.90692241,-0.336786557,0.240062093,0.07893229,0.15812797,,,,,,
OGFRL1,637.030314,2.072402261,0.151350456,7.01E-44,2.80E-41,,,,,,
LOC119040711,66.60028231,-1.270811954,0.278998403,4.43E-07,3.46E-06,,,,,,
RIMS1,656.0893259,0.335674691,0.157310167,0.018659799,0.047917999,,,,,,
LOC119050786,3.385558516,-0.04677985,0.341735761,0.730708138,0.826059177,,,,,,
KCNQ5,328.8940949,1.553127109,0.229791811,1.05E-12,1.98E-11,,,,,,
KHDC3L,1.291530469,0.049959997,0.362948636,0.634796354,0.753596519,,,,,,
LOC119050929,0.252056798,-0.007688461,0.373791794,0.879386832,NA,,,,,,
CGAS,3.275795526,0.08619105,0.372647061,0.40900951,0.558462138,,,,,,
MTO1,275.4310881,0.324014611,0.102617116,0.000989619,0.003731607,,,,,,
EEF1A1,160752.5918,-0.005503753,0.049133058,0.909243999,0.948692919,,,,,,
SLC17A5,1001.533535,0.299079652,0.090533533,0.000626604,0.002493067,,,,,,
CD109,1088.178833,0.193775259,0.161337371,0.182902082,0.307766167,,,,,,
COL12A1,48234.58747,-0.233477543,0.193706729,0.15885957,0.275358771,,,,,,
LOC119050921,1.312350516,-0.080522187,0.378132757,0.295013392,0.441603345,,,,,,
LOC119050898,1386.404192,-0.163439612,0.076810622,0.029366521,0.070051258,,,,,,
TMEM30A,4144.988393,-0.424878707,0.07683381,8.46E-09,8.89E-08,,,,,,
LOC119052714,12.36242629,0.168318882,0.324834411,0.381321181,0.532083427,,,,,,
FILIP1,150.6013186,-0.642047741,0.306971243,0.006107141,0.018391443,,,,,,
SENP6,2377.467044,0.364658112,0.080020858,2.90E-06,1.94E-05,,,,,,
MYO6,6975.006176,-0.404078713,0.091346983,4.86E-06,3.11E-05,,,,,,
IMPG1,0.308029012,-0.004476254,0.373628855,0.996990885,NA,,,,,,
LOC128627245,0.143375777,-0.001927299,0.373791242,0.998313164,NA,,,,,,
LOC119040903,25.24972993,0.145031447,0.298008806,0.457241716,0.605167565,,,,,,
RSPH14,4.666427967,-0.02773885,0.331726299,0.854680589,0.909820971,,,,,,
GNAZ,64.23228273,-0.1633412,0.225473573,0.36354361,0.514725616,,,,,,
RAB36,458.4690664,-0.580889714,0.121997502,5.67E-07,4.33E-06,,,,,,
BCR,614.2083327,0.042665286,0.077244449,0.574517792,0.705607078,,,,,,
SPECC1L,1910.509575,-0.079386473,0.058742502,0.192609885,0.320317462,,,,,,
ADORA2A,369.0318067,-0.378176496,0.143540628,0.004296621,0.013540719,,,,,,
UPB1,1.666667864,-0.13132535,0.383008978,0.275553734,0.419380558,,,,,,
GUCD1,234.4736084,-0.10021256,0.109854755,0.340388022,0.49008562,,,,,,
SNRPD3,1333.287129,-0.435241302,0.102799574,1.13E-05,6.70E-05,,,,,,
LRRC75B,3.668558156,-0.274498672,0.444829608,0.133105724,0.240359567,,,,,,
GGT1,3.991535605,0.026082157,0.342841255,0.844282205,0.903570628,,,,,,
GGT5,2.676749161,0.05401923,0.350546646,0.670585586,0.782517035,,,,,,
SUSD2,0.255303365,-0.002993028,0.373728568,0.997819219,NA,,,,,,
CABIN1,669.5028868,-0.41559423,0.089320151,1.49E-06,1.05E-05,,,,,,
DDT,166.0055527,-0.328506481,0.147495717,0.015077224,0.039982353,,,,,,
LOC119059193,966.4001932,-1.00568729,0.166289628,1.77E-10,2.40E-09,,,,,,
LOC119059228,1.136109885,0.068747265,0.367456367,0.532524813,0.669890153,,,,,,
LOC119059217,0.275019607,-0.004426131,0.373634907,0.997029414,NA,,,,,,
MIF,760.7337706,-0.556361206,0.13753364,1.50E-05,8.70E-05,,,,,,
SLC2A11,88.84769381,0.375581595,0.169447712,0.013427956,0.036220145,,,,,,
LOC128627385,6.073380785,0.113203926,0.323983275,0.540405574,0.676488612,,,,,,
DERL3,9.808054416,0.024298303,0.307802746,0.877427307,0.924678893,,,,,,
SMARCB1,1685.454036,0.158779819,0.056407635,0.004989611,0.015427955,,,,,,
MMP11,142.5881342,-1.250936827,0.214318109,4.61E-10,5.88E-09,,,,,,
CHCHD10,141.7442898,0.104390649,0.148081287,0.4313947,0.580139593,,,,,,
CUNH22orf15,6.753692118,0.240796528,0.379001867,0.213685998,0.346657172,,,,,,
VPREB3,9.4641003,-0.186523919,0.336671591,0.330515114,0.479830647,,,,,,
ZNF70,419.3386056,0.545087184,0.121225145,2.45E-06,1.66E-05,,,,,,
LOC119059209,0.68854053,-0.002924594,0.369534704,0.993037696,NA,,,,,,
TOP3B,806.3265748,-0.00321817,0.068864561,0.961481689,0.981470263,,,,,,
PPM1F,1751.306837,0.013347039,0.096232659,0.886865887,0.93205474,,,,,,
MAPK1,2378.859951,0.144909862,0.059282649,0.013277819,0.035872731,,,,,,
YPEL1,474.6594544,-1.617913159,0.117035902,1.00E-44,4.12E-42,,,,,,
PPIL2,627.8103647,0.134453896,0.069643087,0.048403773,0.106056756,,,,,,
LOC119038917,36.82798809,-0.869368491,0.270492366,0.000184252,0.000840281,,,,,,
SDF2L1,249.4900651,0.021644764,0.119123154,0.848086401,0.905600738,,,,,,
CCDC116,52.01961399,0.339144942,0.182982785,0.034894939,0.08095279,,,,,,
YDJC,4.605121509,-0.159040501,0.37634121,0.314807144,0.463227249,,,,,,
UBE2L3,3017.76958,-0.361376661,0.082260642,6.34E-06,3.94E-05,,,,,,
HIC2,434.8215256,-0.015147775,0.119906287,0.828069899,0.893157202,,,,,,
TMEM191C,22.05045581,-0.04962089,0.239053822,0.782900394,0.862319995,,,,,,
PI4KA,2431.508647,-0.258310021,0.043601931,1.98E-09,2.28E-08,,,,,,
SERPIND1,6.302032005,-0.421289497,0.581735883,0.062027577,0.130286588,,,,,,
LOC128627333,1.53043619,-0.000689909,0.363422222,0.990635536,0.996802548,,,,,,
SNAP29,1894.395579,-0.444612818,0.044995153,1.46E-23,9.56E-22,,,,,,
LOC119038901,6.174907947,-0.064735194,0.327132253,0.694035582,0.800122228,,,,,,
CRKL,2487.900418,0.04158315,0.070405937,0.550638029,0.685434173,,,,,,
AIFM3,45.05430894,-0.257077998,0.252178959,0.181545139,0.306157082,,,,,,
LOC119038919,1.215809488,-0.067272697,0.367849572,0.477122771,0.621980131,,,,,,
LZTR1,953.0928549,-0.568607401,0.089901948,4.75E-11,7.08E-10,,,,,,
THAP7,127.4782606,-0.046734451,0.149921143,0.728335054,0.824354447,,,,,,
LOC128627378,0.298617433,-0.00493488,0.373619814,0.996997011,NA,,,,,,
P2RX6,0.557288294,-0.055734521,0.377527312,0.356135609,NA,,,,,,
LOC119038906,158.792496,-0.026663875,0.134456148,0.826540023,0.89219404,,,,,,
SMPD4,437.3606862,-0.199505229,0.102022259,0.041345937,0.093042196,,,,,,
CCDC74B,84.66737504,-0.146345572,0.17295081,0.339995911,0.489684976,,,,,,
MED15,1037.92773,-0.008026673,0.077358898,0.912620293,0.950504778,,,,,,
KLHL22,337.5089449,-0.164682764,0.103203221,0.096264162,0.185937187,,,,,,
LOC119038907,142.7924544,0.102547339,0.137058746,0.426381087,0.575007307,,,,,,
SCARF2,282.4704141,0.665620905,0.14421338,9.59E-07,7.01E-06,,,,,,
ZNF74,1120.786596,-0.524186221,0.05812956,4.94E-20,2.28E-18,,,,,,
LOC119046549,22.56506636,0.057081957,0.249758872,0.762362862,0.849709568,,,,,,
DGCR2,1760.153376,-0.468595583,0.070333542,1.74E-11,2.76E-10,,,,,,
LOC119046239,1.524425403,0.052396548,0.357496776,0.671494413,0.783132817,,,,,,
LOC119046510,5.956123645,1.355859044,0.667389985,0.002594273,0.008720202,,,,,,
ESS2,205.3396864,-0.185803117,0.110877016,0.067988586,0.140059819,,,,,,
GSC2,0.643676385,-0.005052612,0.369985385,0.993471825,NA,,,,,,
SLC25A1,695.7961348,-0.061620855,0.109024145,0.565141369,0.69765928,,,,,,
CLTCL1,2.834074128,1.318765721,1.150872294,0.012214252,0.033429107,,,,,,
LOC119046622,950.1738671,0.198910314,0.057412977,0.000463518,0.001911062,,,,,,
MRPL40,357.7540816,0.102283956,0.105561461,0.322517479,0.471395429,,,,,,
CUNH22orf39,143.5511929,-0.353149124,0.14075075,0.006897527,0.020384568,,,,,,
UFD1,1491.237481,0.127804513,0.054826174,0.018501842,0.047541418,,,,,,
CDC45,275.9021089,-1.325824548,0.234410127,1.18E-09,1.41E-08,,,,,,
LOC119046246,1.041533331,-0.07199808,0.380053173,0.318704438,0.467768483,,,,,,
CLDN5,0.775275702,-0.152164525,0.413875503,0.036912349,NA,,,,,,
SEPTIN5,417.6788255,0.31410514,0.109967035,0.002709042,0.009062486,,,,,,
GP1BB,6.190496534,-0.031908786,0.312708051,0.851273781,0.907413586,,,,,,
TBX1,0.397788902,-0.003933086,0.373624554,0.996522686,NA,,,,,,
GNB1L,17.31704458,0.143561003,0.289225465,0.472433674,0.617881236,,,,,,
RTL10,81.15665793,0.473093011,0.181367654,0.003378644,0.010985496,,,,,,
TXNRD2,33.20650591,-0.294635798,0.266212488,0.137639616,0.246718058,,,,,,
COMT,155.2830157,0.312228422,0.155535491,0.027566024,0.06645416,,,,,,
ARVCF,237.5816195,-0.753620503,0.138630464,1.05E-08,1.08E-07,,,,,,
TANGO2,139.0856278,-0.121733754,0.145253529,0.357346421,0.508420934,,,,,,
DGCR8,2585.629076,-0.583661937,0.067174934,9.35E-19,3.73E-17,,,,,,
TRMT2A,356.4117352,-0.537687807,0.114963113,9.46E-07,6.93E-06,,,,,,
RANBP1,1685.551452,-0.621329528,0.130324463,5.45E-07,4.17E-06,,,,,,
LOC119046655,3.688908185,-0.029988096,0.344726482,0.833511398,0.896177244,,,,,,
ZDHHC8,293.0543722,-0.199519834,0.127754001,0.093376439,0.181463345,,,,,,
CCDC188,0.248972158,-0.002303688,0.373745705,0.997847371,NA,,,,,,
PRODH,69.40298587,-0.132759317,0.186469284,0.410442767,0.559664416,,,,,,
LOC119063545,171.6344678,0.142410104,0.120219734,0.201400499,0.331558358,,,,,,
LPCAT4,227.9845303,-0.783421115,0.109049731,1.27E-13,2.73E-12,,,,,,
NUTM1,8.174711997,-0.91182454,0.779911368,0.013999969,0.03757016,,,,,,
NOP10,714.4218202,0.201667247,0.080813122,0.010067346,0.028252336,,,,,,
SLC12A6,632.9266608,0.322435766,0.132701144,0.009271033,0.026267667,,,,,,
EMC4,601.0552799,0.106892263,0.083438851,0.179410833,0.30337955,,,,,,
KATNBL1,840.0609276,0.104381347,0.075856138,0.156086355,0.271531784,,,,,,
LOC119040284,0.437224883,-0.002685219,0.370755355,0.994366523,NA,,,,,,
EMC7,1114.089039,0.219543142,0.063415631,0.000523311,0.002128443,,,,,,
CHRM5,0.346596212,-0.024965375,0.374009126,0.774116038,NA,,,,,,
AVEN,274.0312415,0.305744798,0.100609191,0.001352698,0.004921828,,,,,,
RYR3,1309.655387,-0.401438088,0.282434957,0.057606469,0.122702072,,,,,,
FMN1,251.9858101,0.059710493,0.189201249,0.716936239,0.816123666,,,,,,
GREM1,244.5882501,-1.327068234,0.62105947,0.001653612,0.005890488,,,,,,
LOC119040259,1473.618729,-1.522518631,0.137539945,1.41E-29,1.55E-27,,,,,,
LOC119040249,0.490641163,-0.004951727,0.369156608,0.878357946,NA,,,,,,
ACTC1,1673.298063,-1.484447379,0.33555094,5.78E-07,4.41E-06,,,,,,
AQR,2061.372039,-0.111576725,0.058592264,0.069001871,0.141869061,,,,,,
ZNF770,598.0939835,0.428398308,0.092482402,1.71E-06,1.19E-05,,,,,,
DPH6,110.9123698,0.013002997,0.145789712,0.929893675,0.962251186,,,,,,
CDIN1,240.4560698,0.701626054,0.11555837,2.79E-10,3.67E-09,,,,,,
LOC119062223,0.970773723,0.079763982,0.374914412,0.383978368,0.534488434,,,,,,
MEIS2,242.2559457,0.255385693,0.130662502,0.035293059,0.08177482,,,,,,
LOC128627485,12.70245645,-0.153682489,0.309904007,0.423342029,0.572424349,,,,,,
LOC128627486,0.826546487,-0.036612386,0.363842132,0.650115892,NA,,,,,,
SPRED1,998.3097052,0.264878809,0.111178152,0.011675295,0.032176034,,,,,,
FAM98B,1089.958121,-0.076771634,0.0751158,0.304681136,0.452363396,,,,,,
RASGRP1,74.84851758,0.558505459,0.202568032,0.00160045,0.005725381,,,,,,
LOC128627449,10.72656608,-1.442624693,0.552854222,0.000658231,0.002603498,,,,,,
THBS1,148739.4785,-0.886758637,0.075220652,6.96E-33,1.08E-30,,,,,,
FSIP1,51.58089614,-0.137348358,0.198556574,0.409315232,0.558670757,,,,,,
GPR176,13.47063723,0.697931449,0.393196502,0.011768814,0.032410511,,,,,,
EIF2AK4,805.5393818,-0.112909432,0.069722698,0.097752726,0.188205627,,,,,,
LOC119061323,8.789597684,-0.039310781,0.309520291,0.815817501,0.88453897,,,,,,
SRP14,1419.497693,-0.157190084,0.065454961,0.014578785,0.038862889,,,,,,
BMF,15.94568096,-0.506542981,0.454449485,0.048551479,0.106283418,,,,,,
BUB1B,757.9609778,-2.040489827,0.173004542,2.84E-33,4.58E-31,,,,,,
PAK6,51.78019532,0.779642931,0.25901771,0.000416556,0.001736683,,,,,,
PLCB2,0.285275048,-0.008084038,0.373797646,0.876674883,NA,,,,,,
INAFM2,609.6238189,-0.057344604,0.093859992,0.53622185,0.67277872,,,,,,
CCDC9B,1592.035155,-0.359498813,0.075312575,6.61E-07,5.00E-06,,,,,,
DISP2,0.340624467,-0.022513342,0.373933837,0.78698562,NA,,,,,,
KNSTRN,620.9915815,-0.470026177,0.117024968,2.49E-05,0.000137612,,,,,,
IVD,690.0750441,-0.190618351,0.085113448,0.021115774,0.053194087,,,,,,
BAHD1,556.7127336,-0.052860709,0.092077082,0.559904059,0.693332393,,,,,,
CHST14,135.6080237,-0.351095193,0.181240916,0.028748176,0.068761645,,,,,,
CCDC32,395.6504435,-0.068431752,0.089181331,0.425849347,0.574474563,,,,,,
RPUSD2,354.4713847,-0.140949233,0.093762067,0.121342743,0.222828437,,,,,,
KNL1,1262.810024,-1.734669427,0.153847576,5.89E-31,7.56E-29,,,,,,
RAD51,267.4589573,-1.201152456,0.173523976,4.13E-13,8.31E-12,,,,,,
RMDN3,379.8444255,0.331693926,0.09310491,0.000231102,0.001029094,,,,,,
GCHFR,29.84278266,-0.597677949,0.297070408,0.010064812,0.028250399,,,,,,
DNAJC17,159.2250936,0.384033486,0.123916307,0.001018142,0.003823719,,,,,,
CUNH15orf62,41.28813831,-0.243864534,0.236564085,0.19411803,0.322347533,,,,,,
ZFYVE19,121.1655994,0.366529239,0.148109645,0.006938808,0.020488558,,,,,,
SPINT1,11.79744075,0.176385665,0.369393866,0.304597744,0.452322268,,,,,,
RHOV,2.681170764,0.11192139,0.367615419,0.393713404,0.544205249,,,,,,
LOC119061285,20.59586118,0.198320023,0.267678619,0.310764504,0.458885394,,,,,,
VPS18,304.0905849,0.053625518,0.104823018,0.596438511,0.724164056,,,,,,
DLL4,1.866126175,0.048163805,0.353817675,0.708142655,0.809489164,,,,,,
CHAC1,310.799085,3.639931882,0.209396621,3.40E-68,4.40E-65,,,,,,
INO80,1254.79786,0.626437673,0.072135863,1.04E-18,4.11E-17,,,,,,
EXD1,60.78083908,-0.665751363,0.234539492,0.001061839,0.003965675,,,,,,
CHP1,3292.609174,-0.210354302,0.081597558,0.008104916,0.023357388,,,,,,
LOC119061253,7464.090558,-0.171017425,0.080843,0.030381873,0.072084585,,,,,,
OIP5,744.2040158,-1.315891249,0.12741277,7.04E-26,5.80E-24,,,,,,
NUSAP1,620.2183253,-1.229299695,0.155228975,2.16E-16,6.77E-15,,,,,,
NDUFAF1,212.4200914,0.055524818,0.10091383,0.561496326,0.694536662,,,,,,
RTF1,1949.899569,-0.423114162,0.067036521,1.59E-10,2.17E-09,,,,,,
LOC119061324,0.217367969,0.003314371,0.373130628,0.881854875,NA,,,,,,
ITPKA,2.384591981,2.748455347,2.209512471,0.002684072,0.008984317,,,,,,
RPAP1,467.3546258,-0.165496066,0.092222284,0.061669115,0.129695711,,,,,,
TYRO3,437.7902047,0.431871554,0.104325933,1.53E-05,8.86E-05,,,,,,
MGA,2939.273506,0.327143374,0.121180393,0.004232102,0.013375003,,,,,,
MAPKBP1,1137.142111,-0.04077488,0.058012987,0.468525268,0.614873117,,,,,,
JMJD7,72.99983926,0.343707561,0.168730637,0.022596161,0.056156338,,,,,,
PLA2G4B,122.1592581,0.358392265,0.159344178,0.01302859,0.035327034,,,,,,
SPTBN5,43.56223157,0.785358107,0.294052536,0.001111724,0.004131787,,,,,,
LOC128627450,3.880527972,-0.065341366,0.356616096,0.605401557,0.731144491,,,,,,
EHD4,959.3054355,-0.094893274,0.127539312,0.427778798,0.576429787,,,,,,
PLA2G4E,178.0912746,0.259597544,0.221128407,0.152866876,0.267230885,,,,,,
PLA2G4D,2.471111671,-0.35472383,0.653517821,0.003925873,0.012515443,,,,,,
PLA2G4F,0.768226714,-0.028441796,0.369254201,0.64266248,NA,,,,,,
VPS39,1142.330493,-0.262220433,0.059022235,6.78E-06,4.18E-05,,,,,,
TMEM87A,1988.68152,0.225364573,0.052702357,1.52E-05,8.80E-05,,,,,,
GANC,334.3327793,0.87916808,0.093468797,9.31E-22,5.02E-20,,,,,,
LOC119061334,0.228108817,0.001138914,0.372969108,0.891919651,NA,,,,,,
CAPN3,17.04654682,0.075432261,0.287515301,0.690722651,0.797650688,,,,,,
ZNF106,5585.757304,0.310022173,0.076274521,3.19E-05,0.000172328,,,,,,
SNAP23,1431.263885,0.482012079,0.073570814,1.81E-11,2.87E-10,,,,,,
LRRC57,674.0317519,-0.029955993,0.076209723,0.633366388,0.752536682,,,,,,
HAUS2,1177.138424,0.11141372,0.065731941,0.079694434,0.159294106,,,,,,
STARD9,550.8761049,0.961008903,0.09954429,6.20E-23,3.83E-21,,,,,,
CDAN1,774.2900611,0.027960024,0.075992854,0.688610102,0.796390493,,,,,,
TTBK2,1948.848788,0.658639361,0.101436727,2.04E-11,3.21E-10,,,,,,
UBR1,1802.258496,0.106185858,0.077301358,0.160229338,0.277218523,,,,,,
TMEM62,352.6126566,0.269052805,0.088764914,0.001723613,0.006117807,,,,,,
CCNDBP1,554.5444891,-0.354829073,0.090452203,4.87E-05,0.000252419,,,,,,
TGM7,0.248992414,-0.000109301,0.372881687,0.909075549,NA,,,,,,
LCMT2,136.6892788,-0.34730913,0.146541042,0.010116902,0.028363097,,,,,,
ADAL,148.4828911,0.436761783,0.12457637,0.000205487,0.000927061,,,,,,
ZSCAN29,2399.508307,-0.347970325,0.058659805,1.53E-09,1.79E-08,,,,,,
TUBGCP4,513.8941818,-0.130461593,0.08753981,0.124876231,0.227922849,,,,,,
TP53BP1,2932.869895,-0.115488145,0.05623813,0.038627811,0.088176738,,,,,,
MAP1A,785.0273018,-0.23457175,0.101682559,0.017560236,0.045469434,,,,,,
PPIP5K1,2737.873946,-0.105298602,0.095253441,0.245650537,0.384701466,,,,,,
LOC119056507,50.16520175,-0.364941444,0.337882985,0.104978341,0.199107065,,,,,,
STRC,0.757649612,0.033317806,0.36741523,0.737655408,NA,,,,,,
CATSPER2,59.31454733,0.117949413,0.202379276,0.489648076,0.633493739,,,,,,
PDIA3,21562.15109,-0.126511135,0.063965289,0.056632826,0.121026926,,,,,,
ELL3,92.23639626,0.201561829,0.177830435,0.196840477,0.325934635,,,,,,
SERF2,1178.901478,0.429965612,0.098262575,5.67E-06,3.57E-05,,,,,,
SERINC4,1055.727358,0.464372109,0.104690431,3.32E-06,2.19E-05,,,,,,
HYPK,947.9923164,0.030754036,0.071871909,0.680726548,0.790407548,,,,,,
MFAP1,1526.018434,-0.220575017,0.066254623,0.000694213,0.002729121,,,,,,
WDR76,208.1029624,0.3019701,0.154050246,0.031172018,0.073657805,,,,,,
FRMD5,14.51834832,0.12863106,0.304579308,0.499638212,0.641383608,,,,,,
MITF,712.9817403,0.61832975,0.096158371,3.15E-11,4.81E-10,,,,,,
FRMD4B,1771.487306,-0.071849693,0.104924719,0.475322452,0.620451189,,,,,,
LOC119038299,0.588651898,-0.059295797,0.37630694,0.316816655,NA,,,,,,
LMOD3,0.50455905,-0.016856767,0.370307161,0.700337131,NA,,,,,,
ARL6IP5,2098.045023,0.109926602,0.059365347,0.057397801,0.122381664,,,,,,
UBA3,1916.014921,-0.261193486,0.066828516,6.58E-05,0.000332355,,,,,,
TMF1,2180.229157,0.860220901,0.118252905,5.62E-14,1.25E-12,,,,,,
EOGT,1122.546126,-0.4888192,0.080707363,5.19E-10,6.56E-09,,,,,,
SUCLG2,168.3827376,0.27131952,0.129101221,0.024621733,0.060475064,,,,,,
LOC128627627,1505.912437,-0.086722899,0.11190729,0.37396273,0.52495311,,,,,,
ZNF280B,245.3091528,0.075780376,0.102190748,0.424973621,0.573667984,,,,,,
PRRG1,592.389862,0.363898437,0.106188894,0.000318804,0.001362596,,,,,,
SLC35F5,1627.137649,0.576006095,0.091040884,7.73E-11,1.11E-09,,,,,,
GPR39,84.72532411,0.044604765,0.236064388,0.80738752,0.878856712,,,,,,
LYPD1,60.43102673,0.522866034,0.261802972,0.012589367,0.034299394,,,,,,
NCKAP5,16.22063268,-0.376944461,0.384779085,0.100533084,0.192522344,,,,,,
MGAT5,889.7026891,-0.417550016,0.095626092,5.44E-06,3.44E-05,,,,,,
TMEM163,298.1689353,-0.292289301,0.152571856,0.036436288,0.084006857,,,,,,
ACMSD,0.564307567,-0.022038477,0.370022559,0.649443105,NA,,,,,,
CCNT2,1770.033373,0.068955533,0.088071436,0.420817559,0.569927745,,,,,,
MAP3K19,0.433180952,-0.007929541,0.371370343,0.762663773,NA,,,,,,
RAB3GAP1,1784.071779,0.263689549,0.06864876,8.62E-05,0.000425909,,,,,,
